Week,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR,Variation of Infected (%)
1,81,71.85714285714286,0,10.21,9926.42857142857,30.571428571428573,40.42857142857143,0.5714285714285714,0.0,2.0,0.8099999999999999
